# path	sha	deps	docs	tests	names
# Генерируется scripts/dep-index.py — не править руками.
bin/resolve-claudsoul-repo.sh	30453fd96e38	install.sh	docs/decisions.md,skills/enrich/SKILL.md,skills/entity/SKILL.md,skills/ingest/SKILL.md,skills/wiki/SKILL.md	hooks/tests/test_adv2_guard_absent_ignores_prior_checks.sh,hooks/tests/test_adv2_guard_clean_machine_false_drift.sh,hooks/tests/test_adv2_guard_reg_counts_foreign_hooks.sh,hooks/tests/test_adv2_guard_reg_missing_is_silent.sh,hooks/tests/test_adv2_guard_skills_differ_reads_absent.sh,hooks/tests/test_adv3_env_override.sh,hooks/tests/test_adv3_relative_pointer.sh,hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_drift_check.sh,hooks/tests/test_multibyte_var_boundary.sh,hooks/tests/test_paths_lib.sh,hooks/tests/test_uninstall.sh	resolve_claudsoul_repo
hooks/knowledge-counter-bump.sh	625dd53221da	hooks/paths-lib.sh,scripts/knowledge-instrument-audit.sh,scripts/split-provenance-log.py	.claude-docs/modules/root-cause.md,docs/architecture.md,docs/decisions.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md,skills/learn/SKILL.md,skills/retro/references/promotion-rules.md	hooks/tests/test_ablation_phase_guard.sh,hooks/tests/test_adv2_bump_comment_tail_verify_rejects.sh,hooks/tests/test_adv2_bump_hyphen_key_misplaces_entry.sh,hooks/tests/test_adv2_bump_na_reason_backslash_journal.sh,hooks/tests/test_adv2_bump_srccase_flow_forms.sh,hooks/tests/test_adv2_bump_srccase_substring_dedup.sh,hooks/tests/test_adv3_bump_crlf_counter_bumped_but_rejected.sh,hooks/tests/test_adv3_bump_dash_trigger_case.sh,hooks/tests/test_adv3_bump_missing_last_confirmed.sh,hooks/tests/test_adv3_bump_na_confidence_breaks_journal.sh,hooks/tests/test_adv3_bump_pending_no_trailing_newline.sh,hooks/tests/test_adv_bump_case_mention_suppresses_link.sh,hooks/tests/test_adv_bump_counter_comment_resets.sh,hooks/tests/test_adv_bump_false_success.sh,hooks/tests/test_adv_bump_inline_source_cases.sh,hooks/tests/test_adv_bump_journal_confidence_is_counter.sh,hooks/tests/test_adv_bump_missing_state_dir.sh,hooks/tests/test_adv_bump_reason_backslash_jsonl.sh,hooks/tests/test_adv_bump_reason_backslash_yaml.sh,hooks/tests/test_adv_bump_reason_escape_mangled.sh,hooks/tests/test_adv_dep_index_public_names.sh,hooks/tests/test_counter_bump_source_cases.sh,hooks/tests/test_disagreement_loop.sh,hooks/tests/test_drift_pair_actually_compares.sh	clean_reason,confidence_of,counter_value,dis_close_outcome,hist_entry,show_counters,usage
hooks/knowledge-frontmatter-check.sh	29df24f2e060	hooks/paths-lib.sh	docs/reference.md,docs/reference.ru.md	hooks/tests/test_knowledge_frontmatter_check.sh,mcp-server/tests/test_knowledge_frontmatter_valid.py	emit
hooks/knowledge-link-symmetry.sh	6ea824d539b5	hooks/paths-lib.sh,scripts/regen-seed.py	docs/reference.md,docs/reference.ru.md	hooks/tests/test_knowledge_link_symmetry.sh	
hooks/knowledge-semantic-fallback-lib.sh	8c1602d700a0	hooks/knowledge-activator.sh,mcp-server/cli_search.py			mcp_semantic_fallback
hooks/lib/backfill-aggregate-digest.sh	034882e11688	hooks/lib/backfill-replay-one.sh,scripts/calibrate.py		hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_backfill_aggregate.sh	
hooks/lib/backfill-compliance-one.py	d83ca428db04	hooks/lib/backfill-replay-one.sh,hooks/lib/output-language-detect.py		hooks/tests/test_backfill_compliance.sh	attachment_text,base_row,build_index,class_a,class_b,class_c,content_blocks,dedup_markers,load_detector,load_records,main,seq_string
hooks/lib/backfill-replay-one.sh	b2ea08f07ab2	hooks/adaptive-stats-lib.sh,hooks/authorization-lib.sh,hooks/detection-signals-lib.sh,hooks/fsrs-lib.sh,hooks/hash-lib.sh,hooks/hook-input-lib.sh,hooks/intrusiveness-classify-lib.sh,hooks/intrusiveness-cost-lib.sh,hooks/intrusiveness-format-lib.sh,hooks/intrusiveness-metrics-lib.sh,hooks/intrusiveness-state-lib.sh,hooks/itr-event-detector.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,hooks/session-registry-lib.sh,install.sh	.claude-docs/modules/adr-010-authorization.md,docs/calibration-v1.4-backfill.md,docs/decisions.md,docs/development.md	hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_backfill.sh,hooks/tests/test_drift_check.sh	
hooks/lib/output-language-detect.py	587bfea72224		docs/architecture.md	hooks/tests/test_output_language_detect.sh	is_mixed,main
hooks/lib/relative-date-detect.py	1479b9d0ebb3		.claude-docs/modules/relative-date-check.md	hooks/tests/test_relative_date_check.sh	find,main,sentences,strip_noise
hooks/metrics-collector.sh	47d6624576ee	hooks/co-cognition-lib.sh,hooks/disagreement-lib.sh,hooks/intrusiveness-state-lib.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,hooks/prediction-calibration-lib.sh,hooks/session-start.sh,scripts/calibrate.py,scripts/measurement-due.sh	.claude-docs/modules/bridge-co-cognition.md,.claude-docs/modules/bridge-prediction-calibration.md,bridges/L2-L5-metacognition-of-knowledge.md,bridges/L2-L7-co-evolutionary-knowledge.md,bridges/L3-L5-communication-quality.md,bridges/L3-L6-communicative-prediction.md,bridges/L4-L5-prediction-calibration.md,bridges/L5-L6-adaptive-prediction.md,bridges/L5-L7-meta-co-cognition.md,docs/architecture.md,docs/cascading-analysis.md,docs/development.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md,skills/knowledge-audit/SKILL.md,skills/trajectory-prediction/SKILL.md	hooks/tests/test_adv3_bump_pending_no_trailing_newline.sh,hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_adv_bump_reason_backslash_jsonl.sh,hooks/tests/test_backlog_signal_gate.sh,hooks/tests/test_disagreement_loop.sh,hooks/tests/test_injection_log.sh,hooks/tests/test_metrics_channel.sh,hooks/tests/test_metrics_intrusiveness.sh,hooks/tests/test_metrics_predictions.sh,hooks/tests/test_state_hygiene.sh,hooks/tests/test_throttle_lib.sh	
hooks/module-doc-check.sh	7ce28756c2d6	hooks/command-scope-lib.sh,hooks/paths-lib.sh	.claude-docs/modules/backlog-vanish-check.md,.claude-docs/modules/doc-impact-check.md,.claude-docs/modules/docs-audit.md,.claude-docs/modules/module-doc-check.md,CLAUDE.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv2_dep_index_path_mention.sh,hooks/tests/test_adv_git_commit_scope.sh,hooks/tests/test_adv_guard_files_block_list.sh,hooks/tests/test_adv_guard_matcher_not_checked.sh,hooks/tests/test_command_scope.sh,hooks/tests/test_doc_state_decision.sh,hooks/tests/test_drift_pairs_cover_install.sh,hooks/tests/test_module_doc_check.sh	is_git_commit
hooks/narrative-compose-lib.sh	d45fe6d6d304	hooks/portable-lib.sh,hooks/session-start.sh	docs/architecture.md,skills/narrative/SKILL.md	hooks/tests/test_narrative_compose.sh,hooks/tests/test_startup_signals.sh	file_mtime,narrative_compose
hooks/output-language-check.sh	1bd88027e779	hooks/lib/output-language-detect.py,hooks/paths-lib.sh	.claude-docs/modules/relative-date-check.md,CLAUDE.md,README.md,README.ru.md,docs/architecture.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv3_guard_reg_partial_event_loss.sh,hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_output_language_check.sh	scan_and_persist,surface_pending
hooks/partial-read-guard.sh	dd8b5b92ad62	hooks/paths-lib.sh,scripts/regen-readme-skills.sh	.claude-docs/modules/partial-read-guard.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv5_continuation_backtick.sh,hooks/tests/test_adv_guard_files_block_list.sh,hooks/tests/test_adv_guard_matcher_not_checked.sh,hooks/tests/test_adv_guard_prose_event_false_alarm.sh,hooks/tests/test_adv_guard_second_files_block.sh,hooks/tests/test_hook_header_contract.sh,hooks/tests/test_partial_read_guard.sh	
hooks/paths-lib.sh	5ec45053cd71	bin/resolve-claudsoul-repo.sh,hooks/knowledge-activator.sh,install.sh	.claude-docs/modules/backlog-touch-check.md,.claude-docs/modules/declared-problem-recorded.md,.claude-docs/modules/external-correction-gap.md,.claude-docs/modules/root-cause.md	hooks/tests/test_adv3_env_override.sh,hooks/tests/test_adv3_relative_pointer.sh,hooks/tests/test_adv3_relpath_hang.sh,hooks/tests/test_adv4_worktree_root.sh,hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_changelog_reminder.sh,hooks/tests/test_code_review_reminder.sh,hooks/tests/test_counter_bump_source_cases.sh,hooks/tests/test_doc_impact_check.sh,hooks/tests/test_knowledge_capture_reminder.sh,hooks/tests/test_paths_lib.sh	find_project_root,resolve_session_id
hooks/pending-alerts-surface.sh	c871ad080bfb	hooks/knowledge-activator.sh	docs/reference.md,docs/reference.ru.md,skills/learn/SKILL.md	hooks/tests/test_pending_alerts.sh,hooks/tests/test_state_hygiene.sh	
hooks/playwright-cli-guard.sh	5f32348ea1c9	hooks/command-scope-lib.sh	README.md,README.ru.md,docs/architecture.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_command_scope.sh,hooks/tests/test_error_tracker.sh,hooks/tests/test_guards_live.sh,hooks/tests/test_imported_guards.sh	emit_deny,executable_part,is_scratch_playwright
hooks/portable-lib.sh	5d3f1a630598	hooks/hash-lib.sh,install.sh	.claude-docs/modules/adr-010-authorization.md,.claude-docs/modules/declared-problem-recorded.md,.claude-docs/modules/external-correction-gap.md,.claude-docs/modules/root-cause.md,docs/development.md	hooks/tests/test_blocker_enforcement.sh,hooks/tests/test_case_folding_portable.sh,hooks/tests/test_session_registry.sh,hooks/tests/test_stat_flag_order.sh	file_mtime,iso_epoch,pad_words,reverse_lines,to_lower
hooks/pre-compact-finalizer.sh	af03a6a44e04	hooks/intrusiveness-state-lib.sh,hooks/paths-lib.sh	bridges/L3-L6-communicative-prediction.md,docs/architecture.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_guards_provable.sh,hooks/tests/test_pre_compact_finalizer.sh	
hooks/pre-compact-handoff.sh	a7da672682e9	hooks/paths-lib.sh	docs/reference.md,docs/reference.ru.md	hooks/tests/test_adv3_relpath_hang.sh,hooks/tests/test_adv4_worktree_root.sh,hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_imported_guards.sh	
hooks/prediction-calibration-lib.sh	982a3b2b7c12		.claude-docs/modules/bridge-prediction-calibration.md,bridges/L4-L5-prediction-calibration.md,skills/trajectory-prediction/SKILL.md	hooks/tests/test_metrics_predictions.sh	pred_aggregate,pred_calibration_block,pred_scan_files
hooks/quality-gate-check.sh	109d3c77964e	hooks/command-scope-lib.sh,hooks/hash-lib.sh,hooks/paths-lib.sh,hooks/throttle-lib.sh	docs/reference.md,docs/reference.ru.md,docs/skill-contract.md,rules/CLAUDE.md	hooks/tests/test_adv2_docs_family_quotepath.sh,hooks/tests/test_adv2_skill_path_quote.sh,hooks/tests/test_adv_git_commit_scope.sh,hooks/tests/test_command_scope.sh,hooks/tests/test_guards_live.sh,hooks/tests/test_quality_gate.sh,hooks/tests/test_skill_review.sh	add,check_contract,is_git_commit
hooks/reformulation-tracker.sh	97f225fdf633	hooks/hash-lib.sh,hooks/hook-input-lib.sh,hooks/intrusiveness-state-lib.sh,hooks/paths-lib.sh,hooks/portable-lib.sh	bridges/L3-L6-communicative-prediction.md,docs/architecture.md,docs/calibration-v1.4-backfill.md,docs/cascading-analysis.md,docs/event-producers-registry.md,docs/narrative-design.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md,skills/init-project/SKILL.md,skills/trajectory-prediction/SKILL.md	hooks/tests/known-limits/test_attack_r3_h1_document.sh,hooks/tests/known-limits/test_attack_r3_handoff_threshold_flip.sh,hooks/tests/known-limits/test_attack_r3_multiline_quote.sh,hooks/tests/known-limits/test_attack_r3_own_structured_erased.sh,hooks/tests/test_ablation_phase_guard.sh,hooks/tests/test_assert_no_sigpipe.sh,hooks/tests/test_attack_crlf_handoff.sh,hooks/tests/test_attack_locale_byte_length.sh,hooks/tests/test_attack_quadratic_scaling.sh,hooks/tests/test_attack_quoted_marker_leaks.sh,hooks/tests/test_attack_r2_colon_trailing_space.sh,hooks/tests/test_attack_r2_handoff_header_raw.sh,hooks/tests/test_attack_r2_mode_split_document.sh,hooks/tests/test_attack_r2_quote_erases_own.sh,hooks/tests/test_attack_r3_quadratic_gsub.sh,hooks/tests/test_attack_r3_state_no_turn_guard.sh,hooks/tests/test_attack_r3_typographic_quotes.sh,hooks/tests/test_case_folding_portable.sh,hooks/tests/test_reformulation_tracker.sh	reverse_lines,to_lower
hooks/relative-date-check.sh	1f1897c31929	hooks/lib/relative-date-detect.py,hooks/output-language-check.sh,hooks/paths-lib.sh	.claude-docs/modules/relative-date-check.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv3_guard_reg_partial_event_loss.sh,hooks/tests/test_relative_date_check.sh	scan_and_persist,surface_pending
hooks/response-tracker.sh	50613b6bfb4f	hooks/backfill-compliance.sh,hooks/paths-lib.sh	docs/architecture.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_response_tracker.sh	
hooks/revert-signal.sh	9202833c6e3a	hooks/command-scope-lib.sh,hooks/paths-lib.sh,hooks/root-cause-lib.sh	.claude-docs/modules/root-cause.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_external_events.sh	
hooks/rework-detector.sh	7295818bb6e5	hooks/hook-input-lib.sh,hooks/paths-lib.sh,hooks/root-cause-lib.sh	.claude-docs/modules/backlog-touch-check.md,.claude-docs/modules/five-whys-gate.md,.claude-docs/modules/root-cause.md,docs/architecture.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_rework_detector.sh,hooks/tests/test_root_cause_doctrine_drift.sh	rw_write_targets
hooks/root-cause-lib.sh	f356624e1073	hooks/backlog-lib.sh,hooks/declared-problem-recorded.sh,hooks/five-whys-gate.sh,scripts/backlog-recheck.sh,scripts/ci-status.sh,scripts/defect-class-carriers.py,scripts/dep-index.py,scripts/outcome-share.sh,scripts/outcome.sh	.claude-docs/modules/declared-problem-recorded.md,.claude-docs/modules/five-whys-gate.md,.claude-docs/modules/root-cause.md,CLAUDE.md,docs/architecture.md	hooks/tests/drift-check.sh,hooks/tests/test_external_events.sh,hooks/tests/test_outcome_journal.sh,hooks/tests/test_root_cause_doctrine_drift.sh,hooks/tests/test_root_cause_lib.sh,hooks/tests/test_stopping_message_names_outcome.sh	rc_chain_spoken,rc_close_events,rc_doctrine_full,rc_doctrine_short,rc_env_is_real,rc_last_block,rc_log_outcome,rc_note_detection,rc_note_event,rc_open_events,rc_resolution_kinds,rc_signals_of_turn,rc_trace,rc_turn_key,rc_turn_text,rc_why_count
hooks/rules-write-bypass.sh	40ccaf3ce35b	install.sh,lib/claude-md-merge.sh	.claude-docs/modules/rules-write-bypass.md,docs/architecture.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv_guard_matcher_not_checked.sh,hooks/tests/test_install_drift.sh,hooks/tests/test_rules_write_bypass.sh	
hooks/session-collector.sh	0d086c8f2fda	hooks/activity-flush-lib.sh,hooks/compile-reminder-lib.sh,hooks/disagreement-lib.sh,hooks/intrusiveness-state-lib.sh,hooks/knowledge-counter-bump.sh,hooks/paths-lib.sh,hooks/pending-alerts-surface.sh,hooks/session-registry-lib.sh,hooks/session-start.sh,hooks/shared-language-lib.sh,scripts/backlog-archive.sh,scripts/backlog-refresh-readings.sh,scripts/measurement-due.sh	.claude-docs/modules/backlog-touch-check.md,.claude-docs/modules/bridge-shared-language.md,.claude-docs/modules/root-cause.md,CLAUDE.md,PLAN.md,bridges/L2-L3-knowledge-from-communication.md,bridges/L3-L5-communication-quality.md,bridges/L3-L6-communicative-prediction.md,bridges/L3-L7-shared-language.md,docs/architecture.md,docs/calibration-v1.4-backfill.md,docs/cascading-analysis.md,docs/checkpoint-resume.md,docs/decisions.md,docs/development.md,docs/narrative-design.md,docs/reference.md,docs/reference.ru.md,docs/research/affect-prosthetics.md,rules/CLAUDE.md,skills/init-project/SKILL.md,skills/knowledge-audit/SKILL.md,skills/learn/SKILL.md,skills/trajectory-prediction/SKILL.md	hooks/tests/test_adv3_bump_pending_no_trailing_newline.sh,hooks/tests/test_adv5_empty_table_wipe.sh,hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_adv_bump_reason_backslash_yaml.sh,hooks/tests/test_adv_guard_prose_event_false_alarm.sh,hooks/tests/test_adv_guard_second_files_block.sh,hooks/tests/test_backlog_reading_refresh.sh,hooks/tests/test_disagreement_loop.sh,hooks/tests/test_guards_provable.sh,hooks/tests/test_knowledge_activator_gate.sh,hooks/tests/test_session_collector.sh,hooks/tests/test_state_hygiene.sh	
hooks/session-end.sh	38be501b2054	hooks/session-collector.sh,hooks/session-registry-lib.sh	docs/reference.md,docs/reference.ru.md		
hooks/session-registry-lib.sh	42b2a7d60f5d	hooks/portable-lib.sh	skills/learn/references/case-template.md,skills/retro/references/promotion-rules.md	hooks/tests/test_lib_shell_parity.sh,hooks/tests/test_session_registry.sh,hooks/tests/test_startup_signals.sh	iso_epoch,sr_add_note,sr_cleanup_stale,sr_detect_interrupted,sr_detect_parallel,sr_finalize_session,sr_get_startup_context,sr_register_session,sr_update_commits,sr_update_knowledge
hooks/session-start.sh	1846c8629e72	hooks/bridge-health-digest.sh,hooks/knowledge-audit-digest.sh,hooks/narrative-compose-lib.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,hooks/session-registry-lib.sh,install.sh,scripts/calibrate.py,scripts/measurement-due.sh,scripts/project-conformance.sh	docs/architecture.md,docs/narrative-design.md,docs/reference.md,docs/reference.ru.md,docs/research/affect-prosthetics.md,rules/CLAUDE.md,skills/init-project/SKILL.md,skills/narrative/SKILL.md,skills/trajectory-prediction/SKILL.md	hooks/tests/run_all.sh,hooks/tests/test_adv2_foreign_hook_marker.sh,hooks/tests/test_adv3_relpath_hang.sh,hooks/tests/test_adv4_worktree_root.sh,hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_install_drift.sh,hooks/tests/test_instruments_honest.sh,hooks/tests/test_startup_signals.sh	file_mtime,iso_epoch
hooks/shared-language-lib.sh	f54413b8bc42		.claude-docs/modules/bridge-shared-language.md,bridges/L3-L7-shared-language.md,docs/decisions.md	hooks/tests/test_adv_guard_prose_event_false_alarm.sh,hooks/tests/test_shared_language_lib.sh	shlang_candidates,shlang_user_text,shlang_vocab_path
hooks/skill-name-ascii-guard.sh	c26679f89d99		docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_skill_name_ascii_guard.sh,hooks/tests/test_stopping_message_names_outcome.sh	add_offender,bad_name
hooks/skill-review-check.sh	6d4c111d1cbc	hooks/command-scope-lib.sh,hooks/hash-lib.sh,hooks/paths-lib.sh,hooks/quality-gate-check.sh,hooks/throttle-lib.sh	docs/architecture.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv2_docs_family_quotepath.sh,hooks/tests/test_adv2_skill_path_quote.sh,hooks/tests/test_adv_git_commit_scope.sh,hooks/tests/test_command_scope.sh,hooks/tests/test_guards_live.sh,hooks/tests/test_skill_review.sh	check_contract,is_git_commit
hooks/throttle-lib.sh	e7fcf1b47c95	hooks/backfill-compliance.sh,hooks/metrics-collector.sh,hooks/session-collector.sh	.claude-docs/modules/external-correction-gap.md	hooks/tests/test_adv3_bump_pending_no_trailing_newline.sh,hooks/tests/test_state_hygiene.sh,hooks/tests/test_throttle_lib.sh	throttle_file,throttle_mark,throttle_seen
hooks/timestamp-canary-check.sh	84adcf744b3b	hooks/output-language-check.sh,hooks/portable-lib.sh,hooks/timestamp-inject.sh	docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_stat_flag_order.sh,hooks/tests/test_timestamp_canary_check.sh	alert
hooks/timestamp-inject.sh	c2ec5b469f52		docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_timestamp_canary_check.sh,hooks/tests/test_timestamp_inject.sh	
hooks/trust-guard.sh	f1b777c87e34	hooks/command-scope-lib.sh,hooks/hash-lib.sh,hooks/hook-input-lib.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,hooks/throttle-lib.sh	CLAUDE.md,PLAN.md,README.md,README.ru.md,docs/architecture.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,docs/research/affect-prosthetics.md,rules/CLAUDE.md	hooks/tests/test_adv3_heredoc_line_scope.sh,hooks/tests/test_adv3_quote_escape_scope.sh,hooks/tests/test_adv4_ansi_arith_comment.sh,hooks/tests/test_adv4_dquote_subst_scope.sh,hooks/tests/test_case_folding_portable.sh,hooks/tests/test_ci_check_reminder.sh,hooks/tests/test_command_scope.sh,hooks/tests/test_cross_hook_recall_gate.sh,hooks/tests/test_drift_check.sh,hooks/tests/test_error_tracker.sh,hooks/tests/test_guards_live.sh,hooks/tests/test_stopping_message_names_outcome.sh,hooks/tests/test_throttle_lib.sh,hooks/tests/test_trust_guard.sh	executable_part,match_signature,own_speech_of,to_lower
hooks/user-correction-guard.sh	4fe63cffa4d7	hooks/hook-input-lib.sh,hooks/portable-lib.sh,hooks/root-cause-lib.sh	.claude-docs/modules/adr-010-authorization.md,.claude-docs/modules/five-whys-gate.md,.claude-docs/modules/root-cause.md,README.md,README.ru.md,docs/architecture.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_case_folding_portable.sh,hooks/tests/test_correction_triggers_analysis.sh,hooks/tests/test_imported_guards.sh,hooks/tests/test_producer_filter_check.sh	hash_value,own_speech_of,to_lower
hooks/yaml-lib.sh	19ecf81a90cc	hooks/bridge-health-digest.sh,hooks/knowledge-audit-digest.sh		hooks/tests/test_yaml_lib.sh	yaml_field
install.sh	6f380723df3d	bin/resolve-claudsoul-repo.sh,hooks/ablation-phase-guard.sh,hooks/accepted-alternative-gap.sh,hooks/auto-scanner.sh,hooks/backlog-reading-refresh.sh,hooks/backlog-touch-check.sh,hooks/backlog-vanish-check.sh,hooks/bash-cost-detector.sh,hooks/blocker-tier-check.sh,hooks/bridge-health-digest.sh,hooks/budget-gate.sh,hooks/bulk-copy-guard.sh,hooks/changelog-reminder.sh,hooks/ci-check-reminder.sh,hooks/claude-md-size-check.sh,hooks/claudsoul-context-pointer.sh,hooks/code-review-reminder.sh,hooks/declared-problem-recorded.sh,hooks/decompose-detector.sh,hooks/doc-impact-check.sh,hooks/docs-family-check.sh,hooks/enrich-suggester.sh,hooks/error-tracker.sh,hooks/external-correction-gap.sh,hooks/five-whys-gate.sh,hooks/fix-level-check.sh,hooks/inquiry-gap.sh,hooks/internal-doc-leak-guard.sh,hooks/intrusiveness-tracker.sh,hooks/itr-event-detector.sh,hooks/knowledge-activator.sh,hooks/knowledge-audit-digest.sh,hooks/knowledge-capture-reminder.sh,hooks/knowledge-frontmatter-check.sh,hooks/knowledge-link-symmetry.sh,hooks/module-doc-check.sh,hooks/output-language-check.sh,hooks/partial-read-guard.sh,hooks/pending-alerts-surface.sh,hooks/playwright-cli-guard.sh,hooks/pre-compact-finalizer.sh,hooks/pre-compact-handoff.sh,hooks/quality-gate-check.sh,hooks/reformulation-tracker.sh,hooks/relative-date-check.sh,hooks/response-tracker.sh,hooks/revert-signal.sh,hooks/rework-detector.sh,hooks/rules-write-bypass.sh,hooks/session-collector.sh,hooks/session-end.sh,hooks/session-start.sh,hooks/skill-name-ascii-guard.sh,hooks/skill-review-check.sh,hooks/timestamp-canary-check.sh,hooks/timestamp-inject.sh,hooks/trust-guard.sh,hooks/user-correction-guard.sh,lib/claude-md-merge.sh,mcp-server/server.py,scripts/regen-readme-skills.sh,scripts/smoke-test.sh,scripts/statusline-claudsoul.sh,uninstall.sh	.claude-docs/modules/doc-impact-check.md,.claude-docs/modules/docs-audit.md,.claude-docs/modules/external-correction-gap.md,.claude-docs/modules/rules-write-bypass.md,CLAUDE.md,README.md,README.ru.md,docs/architecture.md,docs/decisions.md,docs/development.md,docs/narrative-design.md,skills/enrich/SKILL.md,skills/entity/SKILL.md,skills/ingest/SKILL.md,skills/wiki/SKILL.md	hooks/tests/_decl_hooks.py,hooks/tests/drift-check.sh,hooks/tests/run_all.sh,hooks/tests/test_ablation_phase_guard.sh,hooks/tests/test_adv2_cover_dest_var_redefined.sh,hooks/tests/test_adv2_cover_home_form_receiver.sh,hooks/tests/test_adv2_cover_mention_is_not_comparison.sh,hooks/tests/test_adv2_docclaim_backtick_drops_claim.sh,hooks/tests/test_adv2_docclaim_empty_matcher_false_alarm.sh,hooks/tests/test_adv2_docclaim_regphrase_dot_truncates.sh,hooks/tests/test_adv2_docclaim_regphrase_hits_wrong_hook.sh,hooks/tests/test_adv2_foreign_hook_marker.sh,hooks/tests/test_adv2_guard_absent_ignores_prior_checks.sh,hooks/tests/test_adv2_guard_clean_machine_false_drift.sh,hooks/tests/test_adv2_guard_reg_counts_foreign_hooks.sh,hooks/tests/test_adv2_guard_reg_missing_is_silent.sh,hooks/tests/test_adv2_guard_skills_differ_reads_absent.sh,hooks/tests/test_adv3_guard_cover_unquoted_source.sh,hooks/tests/test_adv3_guard_docclaim_block_overcapture.sh,hooks/tests/test_adv3_guard_docclaim_heading_event.sh,hooks/tests/test_adv3_guard_docclaim_subset_matcher.sh,hooks/tests/test_adv3_guard_first_pair_absent_lies.sh,hooks/tests/test_adv3_guard_reg_partial_event_loss.sh,hooks/tests/test_adv3_guard_rules_receiver_unprobed.sh,hooks/tests/test_adv3_relative_pointer.sh,hooks/tests/test_adv4_marker_twice_truncates.sh,hooks/tests/test_adv4_markerless_success.sh,hooks/tests/test_adv4_trap_unbound_leak.sh,hooks/tests/test_adv5_partial_section_success.sh,hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_adv_bump_missing_state_dir.sh,hooks/tests/test_adv_dep_index_data_region_deletion.sh,hooks/tests/test_adv_dep_index_data_region_worktree.sh,hooks/tests/test_adv_guard_all_files_differ_absent.sh,hooks/tests/test_adv_guard_files_block_list.sh,hooks/tests/test_adv_guard_matcher_not_checked.sh,hooks/tests/test_adv_guard_mention_counts_as_pair.sh,hooks/tests/test_adv_guard_partial_install_absent.sh,hooks/tests/test_adv_guard_prose_event_false_alarm.sh,hooks/tests/test_adv_guard_receiver_forms_unparsed.sh,hooks/tests/test_adv_guard_second_files_block.sh,hooks/tests/test_adv_guard_zero_registrations_ok.sh,hooks/tests/test_ci_check_reminder.sh,hooks/tests/test_claude_md_merge.sh,hooks/tests/test_drift_check.sh,hooks/tests/test_drift_pair_actually_compares.sh,hooks/tests/test_drift_pairs_cover_install.sh,hooks/tests/test_error_tracker.sh,hooks/tests/test_imported_guards.sh,hooks/tests/test_install_drift.sh,hooks/tests/test_module_doc_measurement_claims.sh,hooks/tests/test_module_doc_registration_claims.sh,hooks/tests/test_multibyte_var_boundary.sh,hooks/tests/test_paths_lib.sh,hooks/tests/test_rules_write_bypass.sh,hooks/tests/test_uninstall.sh	error,info,install_launchd_agent,warn
